customer_id,month,arr
C00003,2022-10,18476.9
C00003,2022-11,18476.9
C00003,2022-12,18476.9
C00003,2023-01,18476.9
C00003,2023-02,18476.9
C00003,2023-03,18476.9
C00003,2023-04,18476.9
C00003,2023-05,18476.9
C00003,2023-06,18476.9
C00003,2023-07,18476.9
C00003,2023-08,18476.9
C00003,2023-09,18476.9
C00003,2023-10,18476.9
C00003,2023-11,18476.9
C00003,2023-12,18476.9
C00003,2024-01,18476.9
C00003,2024-02,18476.9
C00003,2024-03,18476.9
C00003,2024-04,18476.9
C00003,2024-05,18476.9
C00003,2024-06,18476.9
C00003,2024-07,18476.9
C00003,2024-08,18476.9
C00003,2024-09,18476.9
C00003,2024-10,18476.9
C00003,2024-11,18476.9
C00003,2024-12,18476.9
C00003,2025-01,18476.9
C00003,2025-02,18476.9
C00003,2025-03,18476.9
C00003,2025-04,18476.9
C00003,2025-05,18476.9
C00003,2025-06,18476.9
C00003,2025-07,18476.9
C00003,2025-08,18476.9
C00003,2025-09,18476.9
C00003,2025-10,18476.9
C00003,2025-11,18476.9
C00003,2025-12,18476.9
C00003,2026-01,18476.9
C00003,2026-02,18476.9
C00003,2026-03,18476.9
C00003,2026-04,18476.9
C00003,2026-05,18476.9
C00003,2026-06,18476.9
C00004,2022-01,44798.11
C00004,2022-02,44798.11
C00004,2022-03,44798.11
C00004,2022-04,44798.11
C00004,2022-05,44798.11
C00004,2022-06,44798.11
C00004,2022-07,44798.11
C00004,2022-08,44798.11
C00004,2022-09,44798.11
C00004,2022-10,44798.11
C00004,2022-11,44798.11
C00004,2022-12,44798.11
C00004,2023-01,44798.11
C00004,2023-02,44798.11
C00004,2023-03,44798.11
C00004,2023-04,44798.11
C00004,2023-05,44798.11
C00004,2023-06,44798.11
C00004,2023-07,44798.11
C00004,2023-08,44798.11
C00004,2023-09,44798.11
C00004,2023-10,44798.11
C00004,2023-11,44798.11
C00004,2023-12,44798.11
C00004,2024-01,44798.11
C00004,2024-02,44798.11
C00004,2024-03,44798.11
C00004,2024-04,44798.11
C00004,2024-05,44798.11
C00004,2024-06,44798.11
C00004,2024-07,44798.11
C00004,2024-08,44798.11
C00004,2024-09,44798.11
C00004,2024-10,44798.11
C00004,2024-11,44798.11
C00004,2024-12,44798.11
C00004,2025-01,44798.11
C00004,2025-02,44798.11
C00004,2025-03,44798.11
C00004,2025-04,44798.11
C00004,2025-05,44798.11
C00004,2025-06,44798.11
C00004,2025-07,44798.11
C00004,2025-08,44798.11
C00004,2025-09,44798.11
C00004,2025-10,44798.11
C00004,2025-11,44798.11
C00004,2025-12,44798.11
C00004,2026-01,44798.11
C00004,2026-02,44798.11
C00004,2026-03,44798.11
C00004,2026-04,44798.11
C00004,2026-05,44798.11
C00004,2026-06,44798.11
C00005,2022-01,8663.27
C00005,2022-02,8663.27
C00005,2022-03,8663.27
C00005,2022-04,8663.27
C00005,2022-05,8663.27
C00005,2022-06,8663.27
C00005,2022-07,8663.27
C00005,2022-08,8663.27
C00005,2022-09,8663.27
C00005,2022-10,8663.27
C00005,2022-11,8663.27
C00005,2022-12,8663.27
C00005,2023-01,8663.27
C00005,2023-02,8663.27
C00005,2023-03,8663.27
C00005,2023-04,8663.27
C00005,2023-05,8663.27
C00005,2023-06,8663.27
C00005,2023-07,8663.27
C00005,2023-08,8663.27
C00005,2023-09,8663.27
C00005,2023-10,8663.27
C00005,2023-11,8663.27
C00005,2023-12,8663.27
C00005,2024-01,8663.27
C00006,2022-01,5829.33
C00006,2022-02,5829.33
C00006,2022-03,5829.33
C00006,2022-04,5829.33
C00006,2022-05,5829.33
C00006,2022-06,5829.33
C00006,2022-07,5829.33
C00006,2022-08,5829.33
C00006,2022-09,5829.33
C00006,2022-10,5829.33
C00006,2022-11,5829.33
C00006,2022-12,5829.33
C00006,2023-01,5829.33
C00006,2023-02,5829.33
C00006,2023-03,5829.33
C00006,2023-04,5829.33
C00006,2023-05,5829.33
C00006,2023-06,5829.33
C00006,2023-07,5829.33
C00006,2023-08,5829.33
C00006,2023-09,5829.33
C00006,2023-10,5829.33
C00006,2023-11,5829.33
C00006,2023-12,5829.33
C00006,2024-01,5829.33
C00006,2024-02,5829.33
C00006,2024-03,5829.33
C00006,2024-04,5829.33
C00006,2024-05,5829.33
C00006,2024-06,5829.33
C00006,2024-07,5829.33
C00006,2024-08,5829.33
C00006,2024-09,5829.33
C00006,2024-10,5829.33
C00006,2024-11,5829.33
C00006,2024-12,5829.33
C00006,2025-01,5829.33
C00006,2025-02,5829.33
C00006,2025-03,5829.33
C00006,2025-04,5829.33
C00006,2025-05,5829.33
C00006,2025-06,5829.33
C00006,2025-07,4600.28
C00006,2025-08,4600.28
C00006,2025-09,4600.28
C00006,2025-10,4600.28
C00006,2025-11,4600.28
C00006,2025-12,4600.28
C00006,2026-01,4600.28
C00006,2026-02,4600.28
C00006,2026-03,4600.28
C00006,2026-04,4600.28
C00006,2026-05,4600.28
C00006,2026-06,4600.28
C00007,2022-01,3402.62
C00007,2022-02,3402.62
C00007,2022-03,3402.62
C00007,2022-04,3402.62
C00007,2022-05,3402.62
C00007,2022-06,3402.62
C00007,2022-07,3402.62
C00007,2022-08,3402.62
C00007,2022-09,3402.62
C00007,2022-10,3402.62
C00007,2022-11,3402.62
C00007,2022-12,2661.65
C00007,2023-01,2661.65
C00007,2023-02,2661.65
C00007,2023-03,2661.65
C00007,2023-04,2661.65
C00007,2023-05,2661.65
C00007,2023-06,2661.65
C00007,2023-07,2661.65
C00007,2023-08,2661.65
C00007,2023-09,2661.65
C00007,2023-10,2661.65
C00007,2023-11,2661.65
C00007,2023-12,2661.65
C00007,2024-01,2661.65
C00007,2024-02,2661.65
C00007,2024-03,2661.65
C00007,2024-04,2661.65
C00007,2024-05,2661.65
C00007,2024-06,2661.65
C00007,2024-07,2661.65
C00007,2024-08,2661.65
C00007,2024-09,2661.65
C00007,2024-10,2661.65
C00007,2024-11,2661.65
C00007,2024-12,2661.65
C00007,2025-01,2661.65
C00007,2025-02,2661.65
C00007,2025-03,2661.65
C00007,2025-04,2661.65
C00007,2025-05,2661.65
C00008,2022-01,3229.87
C00008,2022-02,3229.87
C00008,2022-03,3229.87
C00008,2022-04,3229.87
C00008,2022-05,3229.87
C00008,2022-06,3229.87
C00008,2022-07,3229.87
C00008,2022-08,3229.87
C00008,2022-09,3229.87
C00008,2022-10,3229.87
C00008,2022-11,3229.87
C00008,2022-12,3229.87
C00008,2023-01,3229.87
C00008,2023-02,3229.87
C00008,2023-03,3229.87
C00008,2023-04,3229.87
C00008,2023-05,3229.87
C00009,2022-01,26564.94
C00009,2022-02,26564.94
C00009,2022-03,26564.94
C00009,2022-04,26564.94
C00009,2022-05,26564.94
C00009,2022-06,26564.94
C00009,2022-07,26564.94
C00009,2022-08,26564.94
C00009,2022-09,26564.94
C00009,2022-10,26564.94
C00009,2022-11,26564.94
C00009,2022-12,26564.94
C00009,2023-01,26564.94
C00009,2023-02,26564.94
C00009,2023-03,26564.94
C00009,2023-04,26564.94
C00009,2023-05,26564.94
C00009,2023-06,26564.94
C00009,2023-07,26564.94
C00009,2023-08,26564.94
C00009,2023-09,26564.94
C00009,2023-10,26564.94
C00009,2023-11,26564.94
C00009,2023-12,26564.94
C00009,2024-01,26564.94
C00009,2024-02,26564.94
C00009,2024-03,26564.94
C00009,2024-04,26564.94
C00009,2024-05,26564.94
C00009,2024-06,26564.94
C00009,2024-07,26564.94
C00009,2024-08,26564.94
C00009,2024-09,26564.94
C00010,2022-01,6477.22
C00010,2022-02,6477.22
C00011,2022-02,5490.94
C00011,2022-03,5490.94
C00011,2022-04,5490.94
C00011,2022-05,5490.94
C00011,2022-06,5490.94
C00011,2022-07,5490.94
C00011,2022-08,5490.94
C00011,2022-09,5490.94
C00011,2022-10,5490.94
C00011,2022-11,5490.94
C00011,2022-12,5490.94
C00011,2023-01,5490.94
C00011,2023-02,5490.94
C00011,2023-03,5490.94
C00011,2023-04,5490.94
C00011,2023-05,5490.94
C00011,2023-06,5490.94
C00011,2023-07,5490.94
C00011,2023-08,5490.94
C00011,2023-09,5490.94
C00011,2023-10,5490.94
C00011,2023-11,5490.94
C00011,2023-12,5490.94
C00011,2024-01,5490.94
C00011,2024-02,5490.94
C00011,2024-03,5490.94
C00011,2024-04,5490.94
C00011,2024-05,5490.94
C00011,2024-06,5490.94
C00011,2024-07,5490.94
C00011,2024-08,5490.94
C00011,2024-09,5490.94
C00011,2024-10,5490.94
C00011,2024-11,5490.94
C00011,2024-12,5490.94
C00011,2025-01,5490.94
C00011,2025-02,5490.94
C00011,2025-03,5490.94
C00011,2025-04,5490.94
C00011,2025-05,5490.94
C00011,2025-06,5490.94
C00011,2025-07,5490.94
C00011,2025-08,5490.94
C00011,2025-09,5490.94
C00011,2025-10,5490.94
C00011,2025-11,5490.94
C00011,2025-12,5490.94
C00011,2026-01,5490.94
C00011,2026-02,5490.94
C00011,2026-03,5490.94
C00011,2026-04,5490.94
C00011,2026-05,5490.94
C00011,2026-06,5490.94
C00012,2022-02,7906.28
C00012,2022-03,7906.28
C00012,2022-04,7906.28
C00012,2022-05,7906.28
C00012,2022-06,7906.28
C00012,2022-07,7906.28
C00012,2022-08,7906.28
C00012,2022-09,7906.28
C00012,2022-10,7906.28
C00012,2022-11,7906.28
C00012,2022-12,10343.16
C00012,2023-01,10343.16
C00012,2023-02,10343.16
C00012,2023-03,10343.16
C00012,2023-04,10343.16
C00012,2023-05,10343.16
C00012,2023-06,10343.16
C00012,2023-07,10343.16
C00012,2023-08,10343.16
C00012,2023-09,10343.16
C00012,2023-10,10343.16
C00012,2023-11,10343.16
C00012,2023-12,10343.16
C00012,2024-01,10343.16
C00012,2024-02,10343.16
C00013,2022-02,36436.95
C00013,2022-03,36436.95
C00013,2022-04,36436.95
C00013,2022-05,36436.95
C00013,2022-06,36436.95
C00013,2022-07,36436.95
C00013,2022-08,36436.95
C00013,2022-09,36436.95
C00013,2022-10,36436.95
C00013,2022-11,36436.95
C00013,2022-12,36436.95
C00013,2023-01,36436.95
C00013,2023-02,36436.95
C00013,2023-03,36436.95
C00013,2023-04,36436.95
C00013,2023-05,36436.95
C00013,2023-06,36436.95
C00013,2023-07,36436.95
C00013,2023-08,36436.95
C00013,2023-09,36436.95
C00013,2023-10,36436.95
C00013,2023-11,36436.95
C00013,2023-12,36436.95
C00013,2024-01,36436.95
C00013,2024-02,36436.95
C00013,2024-03,36436.95
C00014,2022-02,47161.09
C00014,2022-03,47161.09
C00014,2022-04,47161.09
C00014,2022-05,47161.09
C00014,2022-06,47161.09
C00014,2022-07,47161.09
C00014,2022-08,47161.09
C00014,2022-09,47161.09
C00014,2022-10,47161.09
C00014,2022-11,47161.09
C00014,2022-12,47161.09
C00014,2023-01,47161.09
C00014,2023-02,47161.09
C00014,2023-03,47161.09
C00014,2023-04,47161.09
C00014,2023-05,47161.09
C00014,2023-06,47161.09
C00014,2023-07,47161.09
C00014,2023-08,47161.09
C00014,2023-09,47161.09
C00014,2023-10,47161.09
C00014,2023-11,47161.09
C00014,2023-12,47161.09
C00014,2024-01,47161.09
C00014,2024-02,47161.09
C00014,2024-03,47161.09
C00014,2024-04,47161.09
C00014,2024-05,47161.09
C00014,2024-06,47161.09
C00014,2024-07,47161.09
C00014,2024-08,47161.09
C00014,2024-09,47161.09
C00014,2024-10,47161.09
C00014,2024-11,47161.09
C00014,2024-12,47161.09
C00014,2025-01,47161.09
C00014,2025-02,47161.09
C00014,2025-03,47161.09
C00014,2025-04,47161.09
C00014,2025-05,47161.09
C00014,2025-06,47161.09
C00014,2025-07,47161.09
C00014,2025-08,47161.09
C00014,2025-09,47161.09
C00014,2025-10,47161.09
C00014,2025-11,47161.09
C00014,2025-12,47161.09
C00014,2026-01,47161.09
C00014,2026-02,47161.09
C00014,2026-03,47161.09
C00014,2026-04,47161.09
C00014,2026-05,47161.09
C00014,2026-06,47161.09
C00015,2022-02,234510.03
C00015,2022-03,234510.03
C00015,2022-04,234510.03
C00015,2022-05,234510.03
C00015,2022-06,234510.03
C00015,2022-07,234510.03
C00015,2022-08,234510.03
C00015,2022-09,234510.03
C00015,2022-10,234510.03
C00015,2022-11,234510.03
C00015,2022-12,234510.03
C00015,2023-01,234510.03
C00015,2023-02,234510.03
C00015,2023-03,234510.03
C00015,2023-04,234510.03
C00015,2023-05,234510.03
C00015,2023-06,234510.03
C00015,2023-07,234510.03
C00015,2023-08,234510.03
C00015,2023-09,234510.03
C00015,2023-10,234510.03
C00015,2023-11,234510.03
C00015,2023-12,234510.03
C00015,2024-01,234510.03
C00015,2024-02,234510.03
C00015,2024-03,234510.03
C00015,2024-04,234510.03
C00015,2024-05,301472.11
C00015,2024-06,301472.11
C00015,2024-07,301472.11
C00015,2024-08,301472.11
C00015,2024-09,301472.11
C00015,2024-10,301472.11
C00015,2024-11,301472.11
C00015,2024-12,301472.11
C00015,2025-01,301472.11
C00015,2025-02,301472.11
C00015,2025-03,301472.11
C00015,2025-04,301472.11
C00015,2025-05,301472.11
C00015,2025-06,301472.11
C00015,2025-07,301472.11
C00015,2025-08,301472.11
C00015,2025-09,301472.11
C00015,2025-10,301472.11
C00015,2025-11,301472.11
C00015,2025-12,301472.11
C00015,2026-01,301472.11
C00015,2026-02,301472.11
C00015,2026-03,301472.11
C00015,2026-04,301472.11
C00015,2026-05,301472.11
C00015,2026-06,301472.11
C00016,2022-02,8476.5
C00016,2022-03,8476.5
C00016,2022-04,8476.5
C00016,2022-05,8476.5
C00016,2022-06,8476.5
C00016,2022-07,8476.5
C00016,2022-08,8476.5
C00017,2022-02,186385.39
C00017,2022-03,186385.39
C00017,2022-04,186385.39
C00017,2022-05,186385.39
C00017,2022-06,186385.39
C00017,2022-07,186385.39
C00017,2022-08,186385.39
C00017,2022-09,186385.39
C00017,2022-10,186385.39
C00017,2022-11,186385.39
C00017,2022-12,186385.39
C00017,2023-01,186385.39
C00017,2023-02,186385.39
C00017,2023-03,225536.28
C00017,2023-04,225536.28
C00017,2023-05,225536.28
C00017,2023-06,225536.28
C00017,2023-07,225536.28
C00017,2023-08,225536.28
C00017,2023-09,225536.28
C00017,2023-10,225536.28
C00017,2023-11,225536.28
C00017,2023-12,225536.28
C00017,2024-01,225536.28
C00017,2024-02,225536.28
C00017,2024-03,225536.28
C00017,2024-04,225536.28
C00017,2024-05,225536.28
C00017,2024-06,225536.28
C00017,2024-07,225536.28
C00017,2024-08,225536.28
C00017,2024-09,225536.28
C00017,2024-10,225536.28
C00017,2024-11,225536.28
C00017,2024-12,225536.28
C00017,2025-01,225536.28
C00017,2025-02,225536.28
C00017,2025-03,225536.28
C00017,2025-04,225536.28
C00017,2025-05,225536.28
C00017,2025-06,225536.28
C00017,2025-07,225536.28
C00017,2025-08,225536.28
C00017,2025-09,225536.28
C00017,2025-10,225536.28
C00017,2025-11,225536.28
C00017,2025-12,225536.28
C00017,2026-01,225536.28
C00017,2026-02,225536.28
C00017,2026-03,225536.28
C00017,2026-04,225536.28
C00017,2026-05,225536.28
C00017,2026-06,225536.28
C00018,2022-02,3423.6
C00018,2022-03,3423.6
C00018,2022-04,3423.6
C00018,2022-05,3423.6
C00018,2022-06,3423.6
C00018,2022-07,3423.6
C00018,2022-08,3423.6
C00018,2022-09,3423.6
C00018,2022-10,3423.6
C00018,2022-11,3423.6
C00018,2022-12,3423.6
C00018,2023-01,3423.6
C00018,2023-02,3423.6
C00019,2022-02,75020.42
C00019,2022-03,83939.01
C00019,2022-04,83939.01
C00019,2022-05,83939.01
C00019,2022-06,83939.01
C00019,2022-07,83939.01
C00019,2022-08,83939.01
C00019,2022-09,83939.01
C00019,2022-10,83939.01
C00019,2022-11,83939.01
C00019,2022-12,83939.01
C00019,2023-01,83939.01
C00019,2023-02,83939.01
C00019,2023-03,83939.01
C00019,2023-04,83939.01
C00019,2023-05,83939.01
C00019,2023-06,83939.01
C00019,2023-07,83939.01
C00019,2023-08,83939.01
C00019,2023-09,83939.01
C00019,2023-10,83939.01
C00019,2023-11,83939.01
C00019,2023-12,83939.01
C00019,2024-01,83939.01
C00019,2024-02,83939.01
C00019,2024-03,83939.01
C00019,2024-04,83939.01
C00019,2024-05,83939.01
C00019,2024-06,83939.01
C00019,2024-07,83939.01
C00019,2024-08,83939.01
C00019,2024-09,83939.01
C00019,2024-10,83939.01
C00019,2024-11,83939.01
C00019,2024-12,83939.01
C00019,2025-01,83939.01
C00019,2025-02,83939.01
C00019,2025-03,83939.01
C00019,2025-04,83939.01
C00019,2025-05,83939.01
C00019,2025-06,83939.01
C00019,2025-07,83939.01
C00019,2025-08,83939.01
C00019,2025-09,83939.01
C00019,2025-10,83939.01
C00019,2025-11,83939.01
C00019,2025-12,83939.01
C00019,2026-01,83939.01
C00019,2026-02,109411.57
C00019,2026-03,109411.57
C00020,2022-02,229729.37
C00020,2022-03,229729.37
C00020,2022-04,229729.37
C00020,2022-05,229729.37
C00020,2022-06,229729.37
C00020,2022-07,229729.37
C00020,2022-08,229729.37
C00020,2022-09,229729.37
C00020,2022-10,229729.37
C00020,2022-11,229729.37
C00020,2022-12,229729.37
C00020,2023-01,229729.37
C00020,2023-02,229729.37
C00020,2023-03,229729.37
C00020,2023-04,229729.37
C00020,2023-05,229729.37
C00020,2023-06,229729.37
C00020,2023-07,229729.37
C00020,2023-08,229729.37
C00020,2023-09,229729.37
C00020,2023-10,229729.37
C00020,2023-11,229729.37
C00020,2023-12,229729.37
C00020,2024-01,229729.37
C00020,2024-02,229729.37
C00020,2024-03,229729.37
C00020,2024-04,229729.37
C00020,2024-05,229729.37
C00020,2024-06,298038.08
C00020,2024-07,298038.08
C00020,2024-08,298038.08
C00020,2024-09,298038.08
C00020,2024-10,298038.08
C00020,2024-11,298038.08
C00020,2024-12,298038.08
C00020,2025-01,298038.08
C00020,2025-02,298038.08
C00020,2025-03,298038.08
C00020,2025-04,298038.08
C00020,2025-05,298038.08
C00020,2025-06,298038.08
C00020,2025-07,298038.08
C00020,2025-08,298038.08
C00020,2025-09,298038.08
C00020,2025-10,298038.08
C00020,2025-11,298038.08
C00020,2025-12,298038.08
C00020,2026-01,298038.08
C00020,2026-02,298038.08
C00020,2026-03,298038.08
C00020,2026-04,298038.08
C00020,2026-05,298038.08
C00020,2026-06,298038.08
C00021,2022-02,59615.38
C00021,2022-03,59615.38
C00021,2022-04,59615.38
C00021,2022-05,59615.38
C00021,2022-06,59615.38
C00021,2022-07,59615.38
C00021,2022-08,59615.38
C00021,2022-09,59615.38
C00021,2022-10,59615.38
C00021,2022-11,59615.38
C00021,2022-12,59615.38
C00021,2023-01,59615.38
C00021,2023-02,59615.38
C00021,2023-03,59615.38
C00021,2023-04,59615.38
C00021,2023-05,59615.38
C00021,2023-06,59615.38
C00021,2023-07,59615.38
C00021,2023-08,59615.38
C00021,2023-09,59615.38
C00021,2023-10,59615.38
C00021,2023-11,59615.38
C00021,2023-12,59615.38
C00021,2024-01,59615.38
C00022,2022-03,50139.31
C00022,2022-04,50139.31
C00022,2022-05,50139.31
C00022,2022-06,50139.31
C00022,2022-07,50139.31
C00022,2022-08,50139.31
C00022,2022-09,50139.31
C00022,2022-10,50139.31
C00022,2022-11,50139.31
C00022,2022-12,50139.31
C00022,2023-01,50139.31
C00022,2023-02,50139.31
C00022,2023-03,50139.31
C00022,2023-04,50139.31
C00022,2023-05,50139.31
C00022,2023-06,50139.31
C00022,2023-07,50139.31
C00022,2023-08,50139.31
C00022,2023-09,50139.31
C00023,2022-03,4478.77
C00023,2022-04,4478.77
C00023,2022-05,4478.77
C00023,2022-06,4478.77
C00023,2022-07,4478.77
C00023,2022-08,4478.77
C00023,2022-09,4478.77
C00023,2022-10,4478.77
C00023,2022-11,4478.77
C00023,2022-12,4478.77
C00023,2023-01,4478.77
C00023,2023-02,4478.77
C00023,2023-03,5473.15
C00024,2022-03,18609.59
C00024,2022-04,18609.59
C00024,2022-05,24153.55
C00024,2022-06,24153.55
C00024,2022-07,24153.55
C00024,2022-08,24153.55
C00024,2022-09,24153.55
C00024,2022-10,24153.55
C00024,2022-11,24153.55
C00024,2022-12,24153.55
C00024,2023-01,24153.55
C00024,2023-02,24153.55
C00024,2023-03,24153.55
C00024,2023-04,24153.55
C00024,2023-05,24153.55
C00024,2023-06,24153.55
C00024,2023-07,24153.55
C00024,2023-08,24153.55
C00024,2023-09,24153.55
C00024,2023-10,24153.55
C00024,2023-11,24153.55
C00024,2023-12,24153.55
C00024,2024-01,24153.55
C00024,2024-02,24153.55
C00024,2024-03,24153.55
C00024,2024-04,24153.55
C00024,2024-05,24153.55
C00024,2024-06,24153.55
C00024,2024-07,24153.55
C00024,2024-08,24153.55
C00024,2024-09,24153.55
C00024,2024-10,24153.55
C00024,2024-11,24153.55
C00024,2024-12,24153.55
C00024,2025-01,24153.55
C00024,2025-02,24153.55
C00024,2025-03,24153.55
C00024,2025-04,24153.55
C00024,2025-05,24153.55
C00024,2025-06,24153.55
C00024,2025-07,24153.55
C00024,2025-08,24153.55
C00024,2025-09,24153.55
C00024,2025-10,24153.55
C00024,2025-11,24153.55
C00024,2025-12,24153.55
C00024,2026-01,24153.55
C00024,2026-02,24153.55
C00024,2026-03,24153.55
C00024,2026-04,24153.55
C00024,2026-05,24153.55
C00024,2026-06,24153.55
C00025,2022-03,7838.45
C00025,2022-04,7838.45
C00025,2022-05,7838.45
C00025,2022-06,7838.45
C00025,2022-07,7838.45
C00025,2022-08,7838.45
C00025,2022-09,7838.45
C00025,2022-10,7838.45
C00025,2022-11,7838.45
C00025,2022-12,7838.45
C00025,2023-01,7838.45
C00025,2023-02,7838.45
C00025,2023-03,7838.45
C00025,2023-04,7838.45
C00025,2023-05,7838.45
C00025,2023-06,7838.45
C00025,2023-07,7838.45
C00025,2023-08,7838.45
C00025,2023-09,7838.45
C00025,2023-10,7838.45
C00025,2023-11,7838.45
C00025,2023-12,7838.45
C00025,2024-01,7838.45
C00025,2024-02,7838.45
C00025,2024-03,7838.45
C00025,2024-04,7838.45
C00025,2024-05,7838.45
C00025,2024-06,7838.45
C00025,2024-07,7838.45
C00025,2024-08,7838.45
C00025,2024-09,7838.45
C00025,2024-10,7838.45
C00025,2024-11,7838.45
C00025,2024-12,7838.45
C00025,2025-01,7838.45
C00025,2025-02,7838.45
C00025,2025-03,7838.45
C00025,2025-04,7838.45
C00025,2025-05,7838.45
C00025,2025-06,7838.45
C00025,2025-07,7838.45
C00025,2025-08,7838.45
C00025,2025-09,7838.45
C00025,2025-10,7838.45
C00025,2025-11,7838.45
C00025,2025-12,7838.45
C00025,2026-01,7838.45
C00025,2026-02,7838.45
C00025,2026-03,7838.45
C00025,2026-04,7838.45
C00025,2026-05,7838.45
C00026,2022-03,20342.48
C00026,2022-04,20342.48
C00026,2022-05,20342.48
C00026,2022-06,20342.48
C00026,2022-07,20342.48
C00026,2022-08,20342.48
C00026,2022-09,20342.48
C00026,2022-10,20342.48
C00026,2022-11,20342.48
C00026,2022-12,20342.48
C00026,2023-01,20342.48
C00026,2023-02,20342.48
C00026,2023-03,20342.48
C00026,2023-04,20342.48
C00026,2023-05,20342.48
C00026,2023-06,20342.48
C00026,2023-07,20342.48
C00026,2023-08,20342.48
C00026,2023-09,20342.48
C00026,2023-10,20342.48
C00026,2023-11,20342.48
C00026,2023-12,20342.48
C00026,2024-01,20342.48
C00026,2024-02,20342.48
C00026,2024-03,20342.48
C00026,2024-04,20342.48
C00026,2024-05,20342.48
C00026,2024-06,20342.48
C00026,2024-07,20342.48
C00026,2024-08,20342.48
C00026,2024-09,20342.48
C00026,2024-10,20342.48
C00026,2024-11,20342.48
C00026,2024-12,20342.48
C00026,2025-01,20342.48
C00026,2025-02,20342.48
C00026,2025-03,20342.48
C00026,2025-04,20342.48
C00026,2025-05,20342.48
C00026,2025-06,20342.48
C00026,2025-07,20342.48
C00026,2025-08,20342.48
C00026,2025-09,20342.48
C00026,2025-10,20342.48
C00026,2025-11,20342.48
C00026,2025-12,20342.48
C00026,2026-01,20342.48
C00026,2026-02,20342.48
C00026,2026-03,20342.48
C00026,2026-04,20342.48
C00026,2026-05,20342.48
C00026,2026-06,20342.48
C00027,2022-03,131827.54
C00027,2022-04,131827.54
C00027,2022-05,131827.54
C00027,2022-06,131827.54
C00027,2022-07,131827.54
C00027,2022-08,131827.54
C00027,2022-09,131827.54
C00027,2022-10,131827.54
C00027,2022-11,131827.54
C00027,2022-12,131827.54
C00027,2023-01,131827.54
C00027,2023-02,131827.54
C00027,2023-03,131827.54
C00027,2023-04,131827.54
C00027,2023-05,131827.54
C00027,2023-06,131827.54
C00027,2023-07,131827.54
C00027,2023-08,131827.54
C00027,2023-09,131827.54
C00027,2023-10,131827.54
C00027,2023-11,131827.54
C00027,2023-12,177236.01
C00027,2024-01,177236.01
C00027,2024-02,177236.01
