customer_id,segment,channel,cohort_month,initial_arr,cac,promo24
C00089,smb,outbound,2022-08,7456.32,6436.24,0
C00090,mid_market,outbound,2022-08,32755.33,44830.51,0
C00091,mid_market,inbound,2022-08,52928.04,26824.07,0
C00092,enterprise,inbound,2022-08,195801.98,151788.4,0
C00093,enterprise,inbound,2022-08,93006.59,84516.65,0
C00094,mid_market,outbound,2022-08,17190.81,24298.31,0
C00095,smb,outbound,2022-08,5042.01,4029.28,0
C00096,enterprise,self_serve,2022-08,190960.23,51947.1,0
C00097,mid_market,outbound,2022-08,33960.4,47039.15,0
C00098,mid_market,inbound,2022-08,18602.48,9676.55,0
C00099,mid_market,outbound,2022-09,24048.9,28053.97,0
C00100,smb,self_serve,2022-09,6823.54,1207.23,0
C00101,mid_market,self_serve,2022-09,22837.54,4778.69,0
C00102,enterprise,inbound,2022-09,101458.33,73215.31,0
C00103,smb,partner,2022-09,4583.73,3260.8,0
C00104,smb,outbound,2022-09,5557.62,6411.81,0
C00105,enterprise,inbound,2022-09,70866.14,59094.92,0
C00106,mid_market,self_serve,2022-09,40467.49,8530.41,0
C00107,mid_market,inbound,2022-09,20842.73,11540.96,0
C00108,smb,partner,2022-09,10705.33,6378.8,0
C00109,mid_market,outbound,2022-09,33590.49,54946.82,0
C00110,smb,inbound,2022-09,8240.67,3065.99,0
C00111,mid_market,self_serve,2022-09,56006.4,14270.95,0
C00112,mid_market,partner,2022-10,36835.85,32937.8,0
C00113,smb,inbound,2022-10,4502.48,1897.65,0
C00114,smb,outbound,2022-10,6286.03,5281.68,0
C00115,mid_market,inbound,2022-10,19405.3,13798.45,0
C00116,smb,self_serve,2022-10,11734.93,1851.24,0
C00117,smb,outbound,2022-10,4249.62,3270.91,0
C00118,mid_market,partner,2022-10,41359.76,28262.78,0
C00119,mid_market,inbound,2022-10,35923.47,21635.26,0
C00120,mid_market,partner,2022-10,59821.93,58976.34,0
C00121,smb,outbound,2022-10,7714.94,6688.3,0
C00122,enterprise,outbound,2022-10,188434.55,283328.8,0
C00123,mid_market,outbound,2022-10,23849.21,37103.58,0
C00124,mid_market,outbound,2022-10,41895.28,52328.84,0
C00125,enterprise,outbound,2022-10,91931.55,209255.55,0
C00126,mid_market,inbound,2022-10,54178.64,34779.37,0
C00127,mid_market,partner,2022-10,47476.54,39904.86,0
C00128,mid_market,outbound,2022-11,25958.75,42398.73,0
C00129,enterprise,inbound,2022-11,169824.17,162632.37,0
C00130,mid_market,outbound,2022-11,49085.8,65407.98,0
C00131,mid_market,inbound,2022-11,16906.19,9219.43,0
C00132,smb,outbound,2022-11,2714.64,2750.36,0
C00133,enterprise,inbound,2022-11,176912.09,178294.54,0
C00134,smb,inbound,2022-11,5299.98,2602.18,0
C00135,smb,outbound,2022-11,10576.02,11729.83,0
C00136,enterprise,outbound,2022-11,192514.14,308959.6,0
C00137,smb,self_serve,2022-11,7474.59,1082.53,0
C00138,smb,self_serve,2022-11,9866.86,1268.86,0
C00139,mid_market,inbound,2022-11,56219.94,27075.62,0
C00140,mid_market,self_serve,2022-11,18452.5,4684.3,0
C00141,smb,inbound,2022-11,2368.16,1094.91,0
C00142,smb,inbound,2022-11,2580.2,1302.99,0
C00143,enterprise,inbound,2022-11,227130.29,150969.12,0
C00144,smb,self_serve,2022-12,3104.64,418.07,0
C00145,mid_market,self_serve,2022-12,45471.59,8322.67,0
C00146,enterprise,partner,2022-12,185366.93,248695.76,0
C00147,enterprise,self_serve,2022-12,63591.34,20908.69,0
C00148,mid_market,inbound,2022-12,54749.29,27775.98,0
C00149,mid_market,self_serve,2022-12,36449.33,8735.53,0
C00150,smb,partner,2022-12,5644.44,3990.62,0
C00151,smb,self_serve,2022-12,3359.6,414.25,0
C00152,smb,inbound,2022-12,11394.69,5204.78,0
C00153,smb,partner,2022-12,5534.66,2682.3,0
C00154,smb,outbound,2022-12,3495.17,3764.01,0
C00155,mid_market,inbound,2022-12,55781.06,34563.46,0
C00156,smb,outbound,2022-12,9788.97,9026.49,0
C00157,enterprise,inbound,2022-12,208919.97,158513.15,0
C00158,mid_market,self_serve,2022-12,53450.75,11470.62,0
C00159,enterprise,inbound,2023-01,137159.95,119156.22,0
C00160,smb,self_serve,2023-01,5217.4,804.68,0
C00161,smb,partner,2023-01,4059.26,2550.4,0
C00162,smb,self_serve,2023-01,4899.05,849.85,0
C00163,mid_market,outbound,2023-01,58338.06,89564.05,0
C00164,enterprise,partner,2023-01,121547.86,143465.38,0
C00165,smb,inbound,2023-01,4749.15,1819.64,0
C00166,smb,inbound,2023-01,3080.35,1080.16,0
C00167,mid_market,outbound,2023-01,39544.51,62832.65,0
C00168,smb,outbound,2023-01,8707.34,8939.81,0
C00169,enterprise,inbound,2023-01,200010.76,191561.5,0
C00170,mid_market,inbound,2023-01,50361.53,25892.96,0
C00171,smb,self_serve,2023-01,4662.55,549.1,0
C00172,mid_market,inbound,2023-01,20730.08,13659.21,0
C00173,mid_market,inbound,2023-01,42392.72,24299.53,0
C00174,mid_market,partner,2023-01,53055.52,53629.6,0
C00175,mid_market,partner,2023-01,18551.96,17110.06,0
C00176,enterprise,partner,2023-02,223492.68,248470.39,0
C00177,smb,partner,2023-02,5123.64,3023.12,0
C00178,mid_market,inbound,2023-02,35063.26,20680.36,0
C00179,smb,inbound,2023-02,9350.69,4252.43,0
C00180,smb,outbound,2023-02,3977.9,4192.65,0
C00181,mid_market,partner,2023-02,57657.09,40739.18,0
C00182,smb,partner,2023-02,7244.61,4050.78,0
C00183,mid_market,outbound,2023-02,45579.0,65898.25,0
C00184,enterprise,outbound,2023-02,139943.92,272558.06,0
C00185,mid_market,outbound,2023-02,44583.03,57671.78,0
C00186,mid_market,self_serve,2023-02,37716.57,7696.43,0
C00187,smb,partner,2023-02,2738.89,1680.71,0
C00188,mid_market,inbound,2023-02,55997.72,40731.65,0
C00189,mid_market,outbound,2023-02,52197.02,63896.25,0
C00190,smb,outbound,2023-02,9211.12,8390.92,0
C00191,mid_market,inbound,2023-02,19504.38,11014.4,0
C00192,enterprise,self_serve,2023-02,83825.74,27211.25,0
C00193,smb,outbound,2023-02,5365.17,5176.2,0
C00194,enterprise,inbound,2023-02,84173.48,75848.57,0
C00195,smb,inbound,2023-03,1845.03,842.09,0
C00196,smb,partner,2023-03,4479.75,2617.39,0
C00197,smb,outbound,2023-03,6320.79,7172.04,0
C00198,smb,self_serve,2023-03,9188.0,1074.81,0
C00199,smb,self_serve,2023-03,6907.79,1102.61,0
C00200,mid_market,inbound,2023-03,47956.11,29565.18,0
C00201,smb,outbound,2023-03,4495.84,3752.24,0
C00202,mid_market,inbound,2023-03,40289.59,26898.22,0
C00203,mid_market,inbound,2023-03,50214.86,32369.86,0
C00204,enterprise,self_serve,2023-03,162857.07,48213.7,0
C00205,smb,self_serve,2023-03,10850.37,1692.13,0
C00206,mid_market,self_serve,2023-03,47807.62,8385.19,0
C00207,mid_market,self_serve,2023-03,46803.19,11544.08,0
C00208,enterprise,inbound,2023-03,142167.48,120269.95,0
C00209,mid_market,outbound,2023-03,40319.45,57021.24,0
C00210,smb,outbound,2023-03,5502.09,5031.14,0
C00211,smb,self_serve,2023-03,3871.6,557.2,0
C00212,smb,outbound,2023-04,8402.5,9584.63,0
C00213,enterprise,outbound,2023-04,76687.82,161905.1,0
C00214,mid_market,partner,2023-04,42402.1,39832.03,0
C00215,smb,self_serve,2023-04,10494.46,1309.73,0
C00216,mid_market,inbound,2023-04,57270.66,34887.68,0
C00217,smb,partner,2023-04,7175.41,4173.35,0
C00218,enterprise,inbound,2023-04,193370.22,194436.2,0
C00219,smb,self_serve,2023-04,3373.0,512.05,0
C00220,smb,partner,2023-04,11084.2,7623.04,0
C00221,smb,self_serve,2023-04,9102.81,1202.25,0
C00222,mid_market,partner,2023-04,34547.11,28310.78,0
C00223,smb,inbound,2023-04,9911.88,3488.52,0
C00224,mid_market,partner,2023-04,56733.5,45452.41,0
C00225,smb,partner,2023-04,7135.63,3345.81,0
C00226,smb,inbound,2023-04,2872.87,1300.83,0
C00227,smb,inbound,2023-04,3707.23,1783.08,0
C00228,smb,partner,2023-04,7058.34,3313.47,0
C00229,mid_market,self_serve,2023-05,39880.87,9508.95,0
C00230,mid_market,outbound,2023-05,56853.95,86584.36,0
C00231,mid_market,inbound,2023-05,35528.63,21471.12,0
C00232,mid_market,partner,2023-05,48176.16,46569.14,0
C00233,enterprise,inbound,2023-05,159724.5,127327.76,0
C00234,mid_market,self_serve,2023-05,56713.28,9897.96,0
C00235,mid_market,partner,2023-05,53936.3,53273.91,0
C00236,enterprise,inbound,2023-05,66847.25,47131.4,0
C00237,smb,self_serve,2023-05,4607.67,607.01,0
C00238,smb,outbound,2023-05,3607.92,2868.03,0
C00239,smb,inbound,2023-05,7917.2,3306.76,0
C00240,smb,partner,2023-05,9305.11,5351.61,0
C00241,enterprise,partner,2023-05,135767.74,182274.6,0
C00242,smb,partner,2023-05,7607.03,4876.74,0
C00243,smb,inbound,2023-05,3532.64,1691.29,0
C00244,smb,outbound,2023-05,7932.73,7906.06,0
C00245,mid_market,self_serve,2023-05,58820.89,10595.38,0
C00246,mid_market,outbound,2023-05,50804.73,56154.9,0
C00247,smb,inbound,2023-05,11111.37,5002.4,0
C00248,smb,outbound,2023-05,2472.52,2008.32,0
C00249,smb,outbound,2023-05,11547.6,9353.18,0
C00250,smb,outbound,2023-06,3385.15,3671.48,0
C00251,smb,self_serve,2023-06,2414.77,319.5,0
C00252,enterprise,outbound,2023-06,239586.75,364680.8,0
C00253,enterprise,partner,2023-06,206659.29,227695.2,0
C00254,smb,self_serve,2023-06,2612.97,456.21,0
C00255,smb,inbound,2023-06,3153.19,1547.39,0
C00256,mid_market,inbound,2023-06,37336.57,25552.45,0
C00257,mid_market,partner,2023-06,34650.14,31640.89,0
C00258,smb,partner,2023-06,10865.69,5247.92,0
C00259,smb,self_serve,2023-06,2711.24,453.49,0
C00260,enterprise,partner,2023-06,232447.09,337912.64,0
C00261,mid_market,outbound,2023-06,13945.96,23094.09,0
C00262,enterprise,self_serve,2023-06,75895.8,24972.12,0
C00263,smb,inbound,2023-06,6880.27,3385.39,0
C00264,smb,outbound,2023-06,8681.59,8223.6,0
C00265,smb,self_serve,2023-06,5153.34,770.11,0
C00266,smb,inbound,2023-06,3099.03,1181.52,0
C00267,smb,partner,2023-06,5403.07,3895.7,0
C00268,smb,self_serve,2023-06,7882.85,933.45,0
C00269,smb,outbound,2023-06,3942.33,4316.99,0
C00270,smb,outbound,2023-06,6344.38,5850.4,0
C00271,smb,outbound,2023-06,4729.96,3711.85,0
C00272,enterprise,partner,2023-07,169308.08,218218.36,0
C00273,mid_market,self_serve,2023-07,51406.0,9046.0,0
C00274,smb,inbound,2023-07,9319.62,3662.66,0
C00275,mid_market,self_serve,2023-07,20661.51,3750.59,0
C00276,smb,inbound,2023-07,6506.54,2736.46,0
C00277,smb,partner,2023-07,6024.94,3429.95,0
C00278,smb,partner,2023-07,8305.49,5403.1,0
C00279,smb,inbound,2023-07,7130.98,3330.78,0
C00280,smb,outbound,2023-07,7251.25,6254.14,0
C00281,mid_market,outbound,2023-07,27221.9,42942.49,0
C00282,smb,inbound,2023-07,2118.21,761.1,0
C00283,enterprise,inbound,2023-07,160518.5,117398.36,0
C00284,smb,partner,2023-07,4592.08,2389.1,0
C00285,enterprise,outbound,2023-07,130558.55,272671.73,0
C00286,mid_market,self_serve,2023-07,23771.0,5414.81,0
C00287,smb,self_serve,2023-07,4416.62,637.7,0
C00288,smb,inbound,2023-07,10211.38,3985.14,0
C00289,smb,inbound,2023-07,3013.47,1323.41,0
C00290,mid_market,partner,2023-08,52102.44,40386.12,0
C00291,enterprise,inbound,2023-08,183786.11,147245.99,0
C00292,mid_market,partner,2023-08,32812.06,32136.08,0
C00293,smb,partner,2023-08,3158.21,2219.58,0
C00294,mid_market,inbound,2023-08,39332.35,19513.64,0
C00295,enterprise,inbound,2023-08,157664.14,105214.28,0
C00296,mid_market,outbound,2023-08,23061.44,26848.23,0
C00297,smb,self_serve,2023-08,9583.54,1200.43,0
C00298,mid_market,outbound,2023-08,35704.86,52385.02,0
C00299,mid_market,outbound,2023-08,55987.43,89843.52,0
C00300,enterprise,self_serve,2023-08,162774.58,45097.93,0
C00301,mid_market,outbound,2023-08,16246.05,22340.69,0
C00302,smb,inbound,2023-08,11321.14,5731.61,0
C00303,smb,outbound,2023-08,3724.62,2811.87,0
C00304,smb,partner,2023-08,2774.47,1436.0,0
C00305,mid_market,outbound,2023-08,20670.76,31287.33,0
C00306,mid_market,partner,2023-08,48787.6,41052.77,0
C00307,smb,outbound,2023-08,6287.12,4942.58,0
C00308,mid_market,inbound,2023-08,18589.89,9435.18,0
C00309,mid_market,partner,2023-09,38050.25,38762.24,0
C00310,enterprise,inbound,2023-09,153208.51,155000.89,0
C00311,smb,outbound,2023-09,7393.14,6762.5,0
C00312,enterprise,outbound,2023-09,174934.54,367090.34,0
C00313,smb,partner,2023-09,7355.11,3861.74,0
C00314,smb,inbound,2023-09,8578.13,3150.6,0
C00315,smb,inbound,2023-09,10550.91,3827.39,0
C00316,smb,partner,2023-09,2094.11,1405.04,0
C00317,mid_market,inbound,2023-09,13836.13,8012.09,0
C00318,mid_market,partner,2023-09,47308.37,43822.94,0
C00319,mid_market,partner,2023-09,51259.41,45639.36,0
C00320,mid_market,inbound,2023-09,37253.17,25464.73,0
C00321,mid_market,inbound,2023-09,49496.49,30718.71,0
C00322,mid_market,partner,2023-09,33571.83,24025.48,0
C00323,smb,inbound,2023-09,5585.2,2023.85,0
C00324,enterprise,inbound,2023-09,173789.32,149094.43,0
C00325,mid_market,outbound,2023-09,46247.08,65329.54,0
C00326,smb,inbound,2023-09,1918.9,886.86,0
C00327,smb,inbound,2023-09,9230.9,3437.36,0
C00328,enterprise,partner,2023-09,211628.14,267690.73,0
C00329,smb,inbound,2023-10,11404.34,5504.85,0
C00330,smb,inbound,2023-10,9746.43,3871.19,0
C00331,smb,partner,2023-10,9784.23,6726.78,0
C00332,mid_market,self_serve,2023-10,38168.16,7335.87,0
C00333,smb,partner,2023-10,9730.8,4609.24,0
C00334,mid_market,partner,2023-10,46037.72,41027.8,0
C00335,smb,partner,2023-10,6767.72,3774.87,0
C00336,smb,outbound,2023-10,5882.52,4811.85,0
C00337,smb,inbound,2023-10,3215.83,1163.58,0
C00338,mid_market,partner,2023-10,39633.15,38584.62,0
C00339,mid_market,self_serve,2023-10,47970.92,10554.0,0
C00340,smb,inbound,2023-10,11399.08,5406.0,0
C00341,smb,inbound,2023-10,6410.15,2128.08,0
C00342,smb,outbound,2023-10,7265.11,6603.91,0
C00343,enterprise,inbound,2023-10,169940.4,153688.94,0
C00344,enterprise,outbound,2023-10,236276.96,468555.31,0
C00345,enterprise,inbound,2023-10,158390.65,132670.69,0
C00346,mid_market,partner,2023-10,48671.88,44189.75,0
C00347,smb,inbound,2023-10,7443.01,2640.27,0
C00348,smb,inbound,2023-10,6284.47,2512.74,0
C00349,mid_market,inbound,2023-10,40742.17,22498.44,0
C00350,smb,outbound,2023-11,8857.99,10284.3,0
C00351,mid_market,inbound,2023-11,23538.48,13222.89,0
C00352,smb,self_serve,2023-11,8088.29,1039.05,0
C00353,smb,self_serve,2023-11,10554.85,1616.97,0
C00354,enterprise,outbound,2023-11,215121.94,398091.26,0
C00355,enterprise,outbound,2023-11,198561.12,453478.87,0
C00356,smb,outbound,2023-11,3222.68,2902.24,0
C00357,mid_market,inbound,2023-11,24925.38,13515.49,0
C00358,smb,self_serve,2023-11,9292.67,1194.08,0
C00359,enterprise,inbound,2023-11,78842.11,51978.2,0
C00360,smb,self_serve,2023-11,3217.96,576.42,0
C00361,smb,outbound,2023-11,7697.15,8159.16,0
C00362,mid_market,inbound,2023-11,31656.12,19183.98,0
C00363,mid_market,inbound,2023-11,48139.01,26919.89,0
C00364,smb,outbound,2023-11,3037.55,2545.31,0
C00365,mid_market,outbound,2023-11,45855.35,72097.64,0
C00366,smb,outbound,2023-11,4690.82,4817.97,0
C00367,smb,inbound,2023-11,6766.8,3447.04,0
C00368,mid_market,self_serve,2023-11,49357.31,9760.24,0
C00369,mid_market,inbound,2023-11,50586.21,30967.35,0
C00370,smb,partner,2023-11,11606.61,6980.81,0
C00371,mid_market,partner,2023-11,40723.81,32924.32,0
C00372,mid_market,partner,2023-11,48349.58,50093.13,0
C00373,enterprise,inbound,2023-11,66240.84,61385.8,0
C00374,smb,inbound,2023-11,11130.37,4232.47,0
C00375,mid_market,outbound,2023-11,42562.26,56276.99,0
C00376,mid_market,inbound,2023-12,58421.6,30597.18,0
C00377,mid_market,inbound,2023-12,49828.34,29836.5,0
C00378,smb,inbound,2023-12,10510.15,3466.23,0
C00379,mid_market,inbound,2023-12,55350.9,32694.73,0
C00380,smb,inbound,2023-12,3864.31,1452.36,0
C00381,smb,partner,2023-12,5639.77,3915.91,0
C00382,mid_market,outbound,2023-12,28213.93,36960.57,0
C00383,mid_market,self_serve,2023-12,29455.46,6101.33,0
C00384,smb,partner,2023-12,6935.03,3769.16,0
C00385,smb,outbound,2023-12,6346.23,7394.38,0
C00386,enterprise,inbound,2023-12,220561.75,160001.83,0
C00387,smb,partner,2023-12,8490.02,5793.8,0
C00388,smb,outbound,2023-12,3315.15,3777.32,0
C00389,mid_market,self_serve,2023-12,35357.63,7840.35,0
C00390,enterprise,inbound,2023-12,124763.83,124924.45,0
C00391,smb,inbound,2023-12,9448.18,4456.23,0
C00392,smb,outbound,2023-12,5731.67,6459.53,0
C00393,smb,inbound,2023-12,1988.92,914.22,0
C00394,smb,partner,2023-12,9619.22,5360.76,0
C00395,mid_market,outbound,2023-12,17845.88,25646.23,0
C00396,mid_market,inbound,2023-12,28045.76,18617.04,0
C00397,smb,inbound,2023-12,7032.72,3163.35,0
C00398,smb,inbound,2023-12,2250.02,1114.87,0
C00399,mid_market,inbound,2024-01,42061.75,27889.23,0
C00400,smb,partner,2024-01,5084.55,3625.68,0
C00401,mid_market,inbound,2024-01,56581.98,34332.53,0
C00402,enterprise,self_serve,2024-01,134009.58,43993.1,0
C00403,smb,outbound,2024-01,7439.2,6136.72,0
C00404,smb,self_serve,2024-01,3327.67,467.78,0
C00405,mid_market,outbound,2024-01,50309.48,71801.94,0
C00406,enterprise,partner,2024-01,110185.25,141711.76,0
C00407,mid_market,inbound,2024-01,29712.0,20887.23,0
C00408,mid_market,outbound,2024-01,39008.36,46912.9,0
C00409,smb,partner,2024-01,5887.35,3884.07,0
C00410,smb,outbound,2024-01,9371.89,9369.84,0
C00411,smb,inbound,2024-01,8453.09,3433.44,0
C00412,smb,self_serve,2024-01,8725.38,1543.68,0
C00413,mid_market,outbound,2024-01,53604.47,78516.99,0
C00414,smb,inbound,2024-01,3563.21,1282.07,0
C00415,smb,outbound,2024-01,5580.07,5016.99,0
C00416,mid_market,partner,2024-01,52582.83,49916.56,0
C00417,smb,outbound,2024-01,2152.75,1669.01,0
C00418,mid_market,outbound,2024-01,23132.37,26703.81,0
C00419,smb,self_serve,2024-01,10217.52,1786.89,0
C00420,smb,outbound,2024-01,7411.17,6761.35,0
C00421,smb,inbound,2024-01,2489.04,1156.9,0
C00422,mid_market,self_serve,2024-01,26257.11,4948.23,0
C00423,smb,outbound,2024-01,9688.82,8442.53,0
C00424,smb,inbound,2024-02,10461.19,5292.03,0
C00425,mid_market,partner,2024-02,21495.16,15333.85,0
C00426,mid_market,outbound,2024-02,18107.64,21069.61,0
C00427,enterprise,inbound,2024-02,155462.06,144207.98,0
C00428,enterprise,inbound,2024-02,63250.62,48449.38,0
C00429,smb,inbound,2024-02,5883.0,2582.07,0
C00430,smb,inbound,2024-02,9166.41,3293.08,0
C00431,smb,self_serve,2024-02,3246.66,537.32,0
C00432,mid_market,partner,2024-02,20342.18,14940.96,0
C00433,smb,inbound,2024-02,6123.04,2886.29,0
C00434,enterprise,inbound,2024-02,130027.5,103486.1,0
C00435,smb,inbound,2024-02,2051.82,922.12,0
C00436,mid_market,outbound,2024-02,58518.06,68616.03,0
C00437,mid_market,self_serve,2024-02,20313.06,3739.22,0
C00438,mid_market,outbound,2024-02,31678.95,46184.49,0
C00439,mid_market,outbound,2024-02,15424.21,18649.82,0
C00440,mid_market,partner,2024-02,33060.29,23890.42,0
C00441,mid_market,inbound,2024-02,22916.8,13137.97,0
C00442,smb,partner,2024-02,5876.04,2995.75,0
C00443,mid_market,outbound,2024-02,26522.99,34071.01,0
C00444,smb,partner,2024-02,5102.9,2726.11,0
C00445,mid_market,outbound,2024-03,15752.37,22120.53,0
C00446,smb,inbound,2024-03,5715.19,2230.66,0
C00447,mid_market,inbound,2024-03,58992.51,29819.36,0
C00448,smb,self_serve,2024-03,8228.79,1443.43,0
C00449,smb,outbound,2024-03,11490.02,9050.75,0
C00450,smb,outbound,2024-03,2589.04,2542.02,0
C00451,smb,outbound,2024-03,4962.14,4783.78,0
C00452,mid_market,partner,2024-03,25048.25,23716.58,0
C00453,smb,partner,2024-03,10521.86,6219.16,0
C00454,mid_market,inbound,2024-03,49800.84,27326.15,0
C00455,smb,self_serve,2024-03,2067.54,275.29,0
C00456,enterprise,partner,2024-03,168164.03,229523.89,0
C00457,mid_market,outbound,2024-03,25028.29,38231.36,0
C00458,smb,outbound,2024-03,7638.97,6057.9,0
C00459,smb,outbound,2024-03,9482.98,9892.0,0
C00460,mid_market,outbound,2024-03,21545.14,25284.83,0
C00461,smb,outbound,2024-03,4436.59,4662.33,0
C00462,mid_market,self_serve,2024-03,20719.93,4666.41,0
C00463,mid_market,outbound,2024-03,44634.2,63065.05,0
C00464,enterprise,self_serve,2024-03,130505.34,41545.51,0
C00465,mid_market,outbound,2024-03,44013.09,50736.33,0
C00466,enterprise,self_serve,2024-03,193311.34,56694.55,0
C00467,smb,self_serve,2024-04,3327.57,597.84,0
C00468,smb,self_serve,2024-04,10827.3,1573.31,0
C00469,mid_market,self_serve,2024-04,52122.16,8886.5,0
C00470,smb,self_serve,2024-04,11515.49,1440.24,0
C00471,mid_market,self_serve,2024-04,12549.84,2478.74,0
C00472,smb,outbound,2024-04,7277.46,6437.64,0
C00473,mid_market,partner,2024-04,17950.8,13886.92,0
C00474,smb,partner,2024-04,3273.5,1771.92,0
C00475,smb,outbound,2024-04,5005.54,4021.64,0
C00476,mid_market,self_serve,2024-04,30538.07,6732.09,0
C00477,smb,self_serve,2024-04,10876.66,1449.68,0
C00478,mid_market,inbound,2024-04,43974.37,28681.81,0
C00479,smb,outbound,2024-04,4968.69,5357.62,0
C00480,mid_market,partner,2024-04,47091.06,35725.14,0
C00481,mid_market,outbound,2024-04,50647.98,64029.9,0
