contract_id,tier,mi,platform,impl,usage_billed,usage_base,usage_over,actual_tasks,committed_tasks,utilization
K004,enterprise,6,15000.0,0.0,10242.5,10242.5,0.0,78139,120500.0,0.6484564315352697
K004,enterprise,7,15000.0,0.0,10242.5,10242.5,0.0,94955,120500.0,0.7880082987551867
K004,enterprise,8,15000.0,0.0,10242.5,10242.5,0.0,93406,120500.0,0.7751535269709544
K004,enterprise,9,15000.0,0.0,10242.5,10242.5,0.0,101613,120500.0,0.8432614107883818
K004,enterprise,10,15000.0,0.0,10398.866,10242.5,156.366,122033,120500.0,1.0127219917012449
K004,enterprise,11,15000.0,0.0,10778.408,10242.5,535.908,125754,120500.0,1.0436016597510374
K004,enterprise,12,15000.0,0.0,12499.25,10242.5,2256.75,142625,120500.0,1.183609958506224
K004,enterprise,13,15000.0,0.0,12731.912,10242.5,2489.4120000000003,144906,120500.0,1.202539419087137
K004,enterprise,14,15000.0,0.0,14085.248,10242.5,3842.7480000000005,158174,120500.0,1.3126473029045642
K004,enterprise,15,15000.0,0.0,15998.155999999999,10242.5,5755.656,176928,120500.0,1.4682821576763485
K004,enterprise,16,15000.0,0.0,17531.828,10242.5,7289.328,191964,120500.0,1.5930622406639003
K004,enterprise,17,15000.0,0.0,19155.464,10242.5,8912.964,207882,120500.0,1.7251618257261412
K005,starter,1,2000.0,4000.0,1992.0,1992.0,0.0,6707,8300.0,0.8080722891566265
K005,starter,2,2000.0,4000.0,1992.0,1992.0,0.0,7894,8300.0,0.9510843373493976
K005,starter,3,2000.0,0.0,2022.528,1992.0,30.527999999999995,8406,8300.0,1.0127710843373494
K005,starter,4,2000.0,0.0,2093.088,1992.0,101.088,8651,8300.0,1.042289156626506
K005,starter,5,2000.0,0.0,2347.68,1992.0,355.67999999999995,9535,8300.0,1.1487951807228916
K005,starter,6,2000.0,0.0,2570.592,1992.0,578.592,10309,8300.0,1.2420481927710842
K005,starter,7,2000.0,0.0,2439.264,1992.0,447.26399999999995,9853,8300.0,1.1871084337349398
K005,starter,8,2000.0,0.0,2726.112,1992.0,734.112,10849,8300.0,1.3071084337349397
K005,starter,9,2000.0,0.0,2895.744,1992.0,903.744,11438,8300.0,1.3780722891566266
K005,starter,10,2000.0,0.0,3251.136,1992.0,1259.136,12672,8300.0,1.5267469879518072
K005,starter,11,2000.0,0.0,3260.6400000000003,1992.0,1268.64,12705,8300.0,1.530722891566265
K005,starter,12,2000.0,0.0,3622.656,1992.0,1630.6559999999997,13962,8300.0,1.6821686746987952
K005,starter,13,2000.0,0.0,4027.872,1992.0,2035.8719999999998,15369,8300.0,1.8516867469879519
K005,starter,14,2000.0,0.0,3563.328,1992.0,1571.328,13756,8300.0,1.6573493975903615
K005,starter,15,2000.0,0.0,3906.624,1992.0,1914.6239999999998,14948,8300.0,1.8009638554216867
K005,starter,16,2000.0,0.0,3641.952,1992.0,1649.952,14029,8300.0,1.6902409638554217
K005,starter,17,2000.0,0.0,4052.928,1992.0,2060.928,15456,8300.0,1.862168674698795
K006,enterprise,1,15000.0,30000.0,16787.5,16787.5,0.0,104374,197500.0,0.5284759493670886
K006,enterprise,2,15000.0,30000.0,16787.5,16787.5,0.0,113651,197500.0,0.5754481012658228
K006,enterprise,3,15000.0,0.0,16787.5,16787.5,0.0,104150,197500.0,0.5273417721518987
K006,enterprise,4,15000.0,0.0,16787.5,16787.5,0.0,102311,197500.0,0.5180303797468354
K006,enterprise,5,15000.0,0.0,16787.5,16787.5,0.0,96488,197500.0,0.48854683544303795
K006,enterprise,6,15000.0,0.0,16787.5,16787.5,0.0,106553,197500.0,0.5395088607594937
K006,enterprise,7,15000.0,0.0,16787.5,16787.5,0.0,94489,197500.0,0.4784253164556962
K006,enterprise,8,15000.0,0.0,16787.5,16787.5,0.0,100993,197500.0,0.5113569620253164
K006,enterprise,9,15000.0,0.0,16787.5,16787.5,0.0,91828,197500.0,0.4649518987341772
K006,enterprise,10,15000.0,0.0,16787.5,16787.5,0.0,98794,197500.0,0.5002227848101266
K006,enterprise,11,15000.0,0.0,16787.5,16787.5,0.0,87116,197500.0,0.44109367088607593
K006,enterprise,12,15000.0,0.0,16787.5,16787.5,0.0,97084,197500.0,0.49156455696202533
K007,enterprise,1,15000.0,30000.0,10446.5,10446.5,0.0,57037,122900.0,0.46409275834011393
K007,enterprise,2,15000.0,30000.0,10446.5,10446.5,0.0,57134,122900.0,0.4648820179007323
K007,enterprise,3,15000.0,0.0,10446.5,10446.5,0.0,62753,122900.0,0.5106021155410904
K007,enterprise,4,15000.0,0.0,10446.5,10446.5,0.0,75151,122900.0,0.6114808787632221
K007,enterprise,5,15000.0,0.0,10446.5,10446.5,0.0,75010,122900.0,0.6103336045565501
K007,enterprise,6,15000.0,0.0,10446.5,10446.5,0.0,90393,122900.0,0.7355004068348251
K007,enterprise,7,15000.0,0.0,10446.5,10446.5,0.0,98872,122900.0,0.8044914564686737
K007,enterprise,8,15000.0,0.0,10446.5,10446.5,0.0,103994,122900.0,0.8461676159479251
K007,enterprise,9,15000.0,0.0,10446.5,10446.5,0.0,116934,122900.0,0.9514564686737185
K007,enterprise,10,15000.0,0.0,10446.5,10446.5,0.0,116804,122900.0,0.9503986981285598
K007,enterprise,11,15000.0,0.0,11048.81,10446.5,602.31,128805,122900.0,1.048047192839707
K007,enterprise,12,15000.0,0.0,13466.312,10446.5,3019.8120000000004,152506,122900.0,1.2408950366151343
K007,enterprise,13,15000.0,0.0,14319.236,10446.5,3872.736,160868,122900.0,1.3089340927583402
K007,enterprise,14,15000.0,0.0,14019.662,10446.5,3573.1620000000003,157931,122900.0,1.2850366151342556
K007,enterprise,15,15000.0,0.0,17573.648,10446.5,7127.148000000001,192774,122900.0,1.5685435313262814
K007,enterprise,16,15000.0,0.0,19582.742,10446.5,9136.242,212471,122900.0,1.7288120423108218
K007,enterprise,17,15000.0,0.0,21703.118000000002,10446.5,11256.618,233259,122900.0,1.8979576891781937
K008,enterprise,2,15000.0,30000.0,18734.0,18734.0,0.0,195466,220400.0,0.886869328493648
K008,enterprise,3,15000.0,30000.0,18734.0,18734.0,0.0,209596,220400.0,0.9509800362976406
K008,enterprise,4,15000.0,0.0,18734.0,18734.0,0.0,193482,220400.0,0.8778675136116152
K008,enterprise,5,15000.0,0.0,18734.0,18734.0,0.0,217192,220400.0,0.9854446460980036
K008,enterprise,6,15000.0,0.0,18734.0,18734.0,0.0,200928,220400.0,0.9116515426497278
K008,enterprise,7,15000.0,0.0,18734.0,18734.0,0.0,206007,220400.0,0.9346960072595282
K008,enterprise,8,15000.0,0.0,18734.0,18734.0,0.0,205300,220400.0,0.9314882032667876
K008,enterprise,9,15000.0,0.0,18734.0,18734.0,0.0,196012,220400.0,0.8893466424682396
K008,enterprise,10,15000.0,0.0,18734.0,18734.0,0.0,203976,220400.0,0.925480943738657
K008,enterprise,11,15000.0,0.0,18734.0,18734.0,0.0,198163,220400.0,0.8991061705989111
K008,enterprise,12,15000.0,0.0,18734.0,18734.0,0.0,205331,220400.0,0.9316288566243194
K008,enterprise,13,15000.0,0.0,18734.0,18734.0,0.0,219992,220400.0,0.9981488203266787
K008,enterprise,14,15000.0,0.0,18907.502,18734.0,173.502,222101,220400.0,1.0077177858439201
K008,enterprise,15,15000.0,0.0,19417.094,18734.0,683.0939999999999,227097,220400.0,1.0303856624319419
K008,enterprise,16,15000.0,0.0,18734.0,18734.0,0.0,212624,220400.0,0.9647186932849364
K008,enterprise,17,15000.0,0.0,18734.0,18734.0,0.0,218639,220400.0,0.9920099818511797
K009,growth,2,6000.0,12000.0,6135.0,6135.0,0.0,32623,40900.0,0.7976283618581907
K009,growth,3,6000.0,12000.0,6135.0,6135.0,0.0,35536,40900.0,0.8688508557457213
K009,growth,4,6000.0,0.0,6135.0,6135.0,0.0,36851,40900.0,0.901002444987775
K009,growth,5,6000.0,0.0,6135.0,6135.0,0.0,40224,40900.0,0.9834718826405868
K009,growth,6,6000.0,0.0,6925.38,6135.0,790.38,45291,40900.0,1.107359413202934
K009,growth,7,6000.0,0.0,7106.82,6135.0,971.8199999999999,46299,40900.0,1.1320048899755502
K009,growth,8,6000.0,0.0,7996.2,6135.0,1861.1999999999998,51240,40900.0,1.2528117359413202
K009,growth,9,6000.0,0.0,7989.719999999999,6135.0,1854.7199999999998,51204,40900.0,1.2519315403422984
K009,growth,10,6000.0,0.0,8729.880000000001,6135.0,2594.88,55316,40900.0,1.3524694376528117
K009,growth,11,6000.0,0.0,9248.46,6135.0,3113.4599999999996,58197,40900.0,1.4229095354523227
K009,growth,12,6000.0,0.0,10445.82,6135.0,4310.82,64849,40900.0,1.5855501222493888
K009,growth,13,6000.0,0.0,10740.3,6135.0,4605.3,66485,40900.0,1.6255501222493887
K009,growth,14,6000.0,0.0,11014.98,6135.0,4879.98,68011,40900.0,1.6628606356968214
K009,growth,15,6000.0,0.0,11277.419999999998,6135.0,5142.419999999999,69469,40900.0,1.6985085574572127
K009,growth,16,6000.0,0.0,11284.98,6135.0,5149.98,69511,40900.0,1.6995354523227384
K009,growth,17,6000.0,0.0,12213.419999999998,6135.0,6078.419999999999,74669,40900.0,1.8256479217603911
K010,starter,3,2000.0,4000.0,2520.0,2520.0,0.0,5936,10500.0,0.5653333333333334
K010,starter,4,2000.0,4000.0,2520.0,2520.0,0.0,5614,10500.0,0.5346666666666666
K010,starter,5,2000.0,0.0,2520.0,2520.0,0.0,5450,10500.0,0.5190476190476191
K010,starter,6,2000.0,0.0,2520.0,2520.0,0.0,5500,10500.0,0.5238095238095238
K010,starter,7,2000.0,0.0,2520.0,2520.0,0.0,5356,10500.0,0.510095238095238
K010,starter,8,2000.0,0.0,2520.0,2520.0,0.0,5600,10500.0,0.5333333333333333
K010,starter,9,2000.0,0.0,2520.0,2520.0,0.0,4986,10500.0,0.47485714285714287
K010,starter,10,2000.0,0.0,2520.0,2520.0,0.0,4976,10500.0,0.4739047619047619
K010,starter,11,2000.0,0.0,2520.0,2520.0,0.0,5011,10500.0,0.47723809523809524
K010,starter,12,2000.0,0.0,2520.0,2520.0,0.0,4789,10500.0,0.4560952380952381
K010,starter,13,2000.0,0.0,2520.0,2520.0,0.0,5115,10500.0,0.48714285714285716
K011,starter,3,2000.0,4000.0,1824.0,1824.0,0.0,7083,7600.0,0.9319736842105263
K011,starter,4,2000.0,4000.0,1824.0,1824.0,0.0,6924,7600.0,0.9110526315789473
K011,starter,5,2000.0,0.0,1824.0,1824.0,0.0,7058,7600.0,0.9286842105263158
K011,starter,6,2000.0,0.0,1824.0,1824.0,0.0,6670,7600.0,0.8776315789473684
K011,starter,7,2000.0,0.0,1826.592,1824.0,2.592,7609,7600.0,1.0011842105263158
K011,starter,8,2000.0,0.0,1824.0,1824.0,0.0,7523,7600.0,0.9898684210526316
K011,starter,9,2000.0,0.0,1824.0,1824.0,0.0,7004,7600.0,0.921578947368421
K011,starter,10,2000.0,0.0,1824.0,1824.0,0.0,7592,7600.0,0.9989473684210526
K011,starter,11,2000.0,0.0,1824.0,1824.0,0.0,6842,7600.0,0.9002631578947369
K011,starter,12,2000.0,0.0,1824.0,1824.0,0.0,7307,7600.0,0.9614473684210526
K011,starter,13,2000.0,0.0,1824.0,1824.0,0.0,7206,7600.0,0.9481578947368421
K011,starter,14,2000.0,0.0,1824.0,1824.0,0.0,7294,7600.0,0.9597368421052631
K011,starter,15,2000.0,0.0,1824.0,1824.0,0.0,7538,7600.0,0.9918421052631579
K011,starter,16,2000.0,0.0,1855.104,1824.0,31.103999999999996,7708,7600.0,1.0142105263157895
K011,starter,17,2000.0,0.0,1824.0,1824.0,0.0,7097,7600.0,0.9338157894736843
K012,enterprise,4,15000.0,30000.0,13285.500000000002,13285.500000000002,0.0,141201,156300.0,0.9033973128598848
K012,enterprise,5,15000.0,30000.0,13285.500000000002,13285.500000000002,0.0,151042,156300.0,0.9663595649392195
K012,enterprise,6,15000.0,0.0,13285.500000000002,13285.500000000002,0.0,153114,156300.0,0.979616122840691
K012,enterprise,7,15000.0,0.0,13285.500000000002,13285.500000000002,0.0,156154,156300.0,0.9990658989123481
K012,enterprise,8,15000.0,0.0,14287.140000000001,13285.500000000002,1001.64,166120,156300.0,1.0628278950735766
K012,enterprise,9,15000.0,0.0,15925.872000000001,13285.500000000002,2640.372,182186,156300.0,1.165617402431222
K012,enterprise,10,15000.0,0.0,15942.600000000002,13285.500000000002,2657.1,182350,156300.0,1.1666666666666667
K012,enterprise,11,15000.0,0.0,17342.04,13285.500000000002,4056.54,196070,156300.0,1.2544465770953295
K012,enterprise,12,15000.0,0.0,20937.54,13285.500000000002,7652.040000000001,231320,156300.0,1.4799744081893793
K012,enterprise,13,15000.0,0.0,20721.708000000002,13285.500000000002,7436.208,229204,156300.0,1.4664363403710812
K012,enterprise,14,15000.0,0.0,21314.124000000003,13285.500000000002,8028.624,235012,156300.0,1.5035956493921945
K012,enterprise,15,15000.0,0.0,23398.800000000003,13285.500000000002,10113.3,255450,156300.0,1.6343570057581573
K012,enterprise,16,15000.0,0.0,25815.180000000004,13285.500000000002,12529.680000000002,279140,156300.0,1.7859245041586693
K012,enterprise,17,15000.0,0.0,25556.100000000002,13285.500000000002,12270.6,276600,156300.0,1.7696737044145874
K013,starter,5,2000.0,4000.0,2712.0,2712.0,0.0,5021,11300.0,0.44433628318584073
K013,starter,6,2000.0,4000.0,2712.0,2712.0,0.0,5302,11300.0,0.46920353982300883
K013,starter,7,2000.0,0.0,2712.0,2712.0,0.0,6445,11300.0,0.570353982300885
K013,starter,8,2000.0,0.0,2712.0,2712.0,0.0,6885,11300.0,0.6092920353982301
K013,starter,9,2000.0,0.0,2712.0,2712.0,0.0,7080,11300.0,0.6265486725663717
K013,starter,10,2000.0,0.0,2712.0,2712.0,0.0,7318,11300.0,0.6476106194690265
K013,starter,11,2000.0,0.0,2712.0,2712.0,0.0,8349,11300.0,0.7388495575221239
K013,starter,12,2000.0,0.0,2712.0,2712.0,0.0,9429,11300.0,0.8344247787610619
K013,starter,13,2000.0,0.0,2712.0,2712.0,0.0,9614,11300.0,0.8507964601769912
K013,starter,14,2000.0,0.0,2825.184,2712.0,113.18399999999998,11693,11300.0,1.034778761061947
K013,starter,15,2000.0,0.0,3028.512,2712.0,316.512,12399,11300.0,1.0972566371681416
K013,starter,16,2000.0,0.0,3325.44,2712.0,613.4399999999999,13430,11300.0,1.188495575221239
K013,starter,17,2000.0,0.0,3427.68,2712.0,715.68,13785,11300.0,1.2199115044247788
K014,growth,5,6000.0,12000.0,5610.0,5610.0,0.0,17200,37400.0,0.45989304812834225
K014,growth,6,6000.0,12000.0,5610.0,5610.0,0.0,19004,37400.0,0.5081283422459894
K014,growth,7,6000.0,0.0,5610.0,5610.0,0.0,18641,37400.0,0.4984224598930481
K014,growth,8,6000.0,0.0,5610.0,5610.0,0.0,21903,37400.0,0.5856417112299466
K014,growth,9,6000.0,0.0,5610.0,5610.0,0.0,23302,37400.0,0.623048128342246
K014,growth,10,6000.0,0.0,5610.0,5610.0,0.0,25335,37400.0,0.6774064171122994
K014,growth,11,6000.0,0.0,5610.0,5610.0,0.0,28440,37400.0,0.760427807486631
K014,growth,12,6000.0,0.0,5610.0,5610.0,0.0,29901,37400.0,0.7994919786096256
K014,growth,13,6000.0,0.0,5610.0,5610.0,0.0,35305,37400.0,0.9439839572192513
K014,growth,14,6000.0,0.0,5610.0,5610.0,0.0,34520,37400.0,0.9229946524064171
K014,growth,15,6000.0,0.0,5738.16,5610.0,128.16,38112,37400.0,1.0190374331550802
K014,growth,16,6000.0,0.0,6963.96,5610.0,1353.9599999999998,44922,37400.0,1.2011229946524065
K014,growth,17,6000.0,0.0,7440.24,5610.0,1830.24,47568,37400.0,1.2718716577540108
K015,enterprise,5,15000.0,30000.0,11016.0,11016.0,0.0,61714,129600.0,0.47618827160493826
K015,enterprise,6,15000.0,30000.0,11016.0,11016.0,0.0,64088,129600.0,0.49450617283950615
K015,enterprise,7,15000.0,0.0,11016.0,11016.0,0.0,71592,129600.0,0.5524074074074075
K015,enterprise,8,15000.0,0.0,11016.0,11016.0,0.0,80199,129600.0,0.6188194444444445
K015,enterprise,9,15000.0,0.0,11016.0,11016.0,0.0,85869,129600.0,0.6625694444444444
K015,enterprise,10,15000.0,0.0,11016.0,11016.0,0.0,86732,129600.0,0.6692283950617284
K015,enterprise,11,15000.0,0.0,11016.0,11016.0,0.0,95905,129600.0,0.7400077160493828
K015,enterprise,12,15000.0,0.0,11016.0,11016.0,0.0,107601,129600.0,0.8302546296296296
K015,enterprise,13,15000.0,0.0,11016.0,11016.0,0.0,116878,129600.0,0.9018364197530864
K015,enterprise,14,15000.0,0.0,11159.616,11016.0,143.616,131008,129600.0,1.010864197530864
K015,enterprise,15,15000.0,0.0,11427.672,11016.0,411.67199999999997,133636,129600.0,1.031141975308642
K015,enterprise,16,15000.0,0.0,13503.066,11016.0,2487.0660000000003,153983,129600.0,1.1881404320987654
K015,enterprise,17,15000.0,0.0,13771.836,11016.0,2755.8360000000002,156618,129600.0,1.2084722222222222
K016,starter,5,2000.0,4000.0,2160.0,2160.0,0.0,4644,9000.0,0.516
K016,starter,6,2000.0,4000.0,2160.0,2160.0,0.0,4640,9000.0,0.5155555555555555
K016,starter,7,2000.0,0.0,2160.0,2160.0,0.0,5107,9000.0,0.5674444444444444
K016,starter,8,2000.0,0.0,2160.0,2160.0,0.0,4776,9000.0,0.5306666666666666
K016,starter,9,2000.0,0.0,2160.0,2160.0,0.0,4722,9000.0,0.5246666666666666
K016,starter,10,2000.0,0.0,2160.0,2160.0,0.0,4524,9000.0,0.5026666666666667
K016,starter,11,2000.0,0.0,2160.0,2160.0,0.0,4327,9000.0,0.4807777777777778
K016,starter,12,2000.0,0.0,2160.0,2160.0,0.0,4529,9000.0,0.5032222222222222
K016,starter,13,2000.0,0.0,2160.0,2160.0,0.0,4256,9000.0,0.4728888888888889
K016,starter,14,2000.0,0.0,2160.0,2160.0,0.0,4332,9000.0,0.48133333333333334
K016,starter,15,2000.0,0.0,2160.0,2160.0,0.0,4233,9000.0,0.4703333333333333
K016,starter,16,2000.0,0.0,2160.0,2160.0,0.0,4143,9000.0,0.4603333333333333
K016,starter,17,2000.0,0.0,2160.0,2160.0,0.0,3948,9000.0,0.43866666666666665
K017,starter,6,2000.0,4000.0,2688.0,2688.0,0.0,9690,11200.0,0.8651785714285715
K017,starter,7,2000.0,4000.0,2688.0,2688.0,0.0,9597,11200.0,0.856875
K017,starter,8,2000.0,0.0,2688.0,2688.0,0.0,10963,11200.0,0.9788392857142857
K017,starter,9,2000.0,0.0,2688.0,2688.0,0.0,10910,11200.0,0.9741071428571428
K017,starter,10,2000.0,0.0,3076.224,2688.0,388.224,12548,11200.0,1.1203571428571428
K017,starter,11,2000.0,0.0,3428.16,2688.0,740.16,13770,11200.0,1.2294642857142857
K017,starter,12,2000.0,0.0,3683.04,2688.0,995.0399999999998,14655,11200.0,1.308482142857143
K017,starter,13,2000.0,0.0,3498.7200000000003,2688.0,810.72,14015,11200.0,1.2513392857142858
K017,starter,14,2000.0,0.0,4160.544,2688.0,1472.5439999999999,16313,11200.0,1.4565178571428572
K017,starter,15,2000.0,0.0,4601.183999999999,2688.0,1913.1839999999997,17843,11200.0,1.593125
K017,starter,16,2000.0,0.0,4269.696,2688.0,1581.696,16692,11200.0,1.490357142857143
K017,starter,17,2000.0,0.0,4832.16,2688.0,2144.16,18645,11200.0,1.6647321428571429
K018,starter,6,2000.0,4000.0,2976.0,2976.0,0.0,5350,12400.0,0.4314516129032258
K018,starter,7,2000.0,4000.0,2976.0,2976.0,0.0,6037,12400.0,0.48685483870967744
K018,starter,8,2000.0,0.0,2976.0,2976.0,0.0,6372,12400.0,0.5138709677419355
K018,starter,9,2000.0,0.0,2976.0,2976.0,0.0,6883,12400.0,0.5550806451612903
K018,starter,10,2000.0,0.0,2976.0,2976.0,0.0,8152,12400.0,0.6574193548387097
K018,starter,11,2000.0,0.0,2976.0,2976.0,0.0,8627,12400.0,0.6957258064516129
K018,starter,12,2000.0,0.0,2976.0,2976.0,0.0,8723,12400.0,0.7034677419354839
K018,starter,13,2000.0,0.0,2976.0,2976.0,0.0,9523,12400.0,0.7679838709677419
K018,starter,14,2000.0,0.0,2976.0,2976.0,0.0,11101,12400.0,0.895241935483871
K018,starter,15,2000.0,0.0,3031.872,2976.0,55.87199999999999,12594,12400.0,1.0156451612903226
K018,starter,16,2000.0,0.0,2976.0,2976.0,0.0,12377,12400.0,0.9981451612903226
K018,starter,17,2000.0,0.0,3269.4719999999998,2976.0,293.472,13419,12400.0,1.0821774193548388
K019,starter,6,2000.0,4000.0,2736.0,2736.0,0.0,9961,11400.0,0.8737719298245614
K019,starter,7,2000.0,4000.0,2736.0,2736.0,0.0,11039,11400.0,0.9683333333333334
K019,starter,8,2000.0,0.0,2736.0,2736.0,0.0,10305,11400.0,0.9039473684210526
K019,starter,9,2000.0,0.0,2736.0,2736.0,0.0,11035,11400.0,0.9679824561403508
K019,starter,10,2000.0,0.0,2736.0,2736.0,0.0,10656,11400.0,0.9347368421052632
K019,starter,11,2000.0,0.0,2736.0,2736.0,0.0,10427,11400.0,0.9146491228070175
K019,starter,12,2000.0,0.0,2736.0,2736.0,0.0,11032,11400.0,0.9677192982456141
K019,starter,13,2000.0,0.0,2736.0,2736.0,0.0,10779,11400.0,0.9455263157894737
K019,starter,14,2000.0,0.0,2736.0,2736.0,0.0,10799,11400.0,0.947280701754386
K019,starter,15,2000.0,0.0,2736.0,2736.0,0.0,10384,11400.0,0.9108771929824562
K019,starter,16,2000.0,0.0,2736.0,2736.0,0.0,11393,11400.0,0.9993859649122807
K019,starter,17,2000.0,0.0,2736.0,2736.0,0.0,11025,11400.0,0.9671052631578947
K020,enterprise,7,15000.0,30000.0,10089.5,10089.5,0.0,102554,118700.0,0.8639764111204717
K020,enterprise,8,15000.0,30000.0,10089.5,10089.5,0.0,106233,118700.0,0.8949705139005897
K020,enterprise,9,15000.0,0.0,10089.5,10089.5,0.0,110917,118700.0,0.9344313395113732
K020,enterprise,10,15000.0,0.0,10359.698,10089.5,270.19800000000004,121349,118700.0,1.0223167649536646
K020,enterprise,11,15000.0,0.0,10909.58,10089.5,820.08,126740,118700.0,1.0677337826453244
K020,enterprise,12,15000.0,0.0,12428.564,10089.5,2339.064,141632,118700.0,1.1931929233361416
K020,enterprise,13,15000.0,0.0,13278.836,10089.5,3189.3360000000002,149968,118700.0,1.2634203875315924
K020,enterprise,14,15000.0,0.0,13119.308,10089.5,3029.808,148404,118700.0,1.2502443133951138
K020,enterprise,15,15000.0,0.0,13844.12,10089.5,3754.6200000000003,155510,118700.0,1.3101095197978097
K020,enterprise,16,15000.0,0.0,15348.314,10089.5,5258.814,170257,118700.0,1.4343470935130582
K020,enterprise,17,15000.0,0.0,17354.348,10089.5,7264.848000000001,189924,118700.0,1.600033698399326
K021,growth,7,6000.0,12000.0,5145.0,5145.0,0.0,16341,34300.0,0.4764139941690962
K021,growth,8,6000.0,12000.0,5145.0,5145.0,0.0,15988,34300.0,0.4661224489795918
K021,growth,9,6000.0,0.0,5145.0,5145.0,0.0,18604,34300.0,0.5423906705539359
